lb,ub,bb_nodes,time,n_movements,n_reconfigurations,max_capacity,avg_capacity,n_shelves_used,gap,n_shelves,n_crops,n_time_units,instance_n,demand_mult,model
0,0,0,8.318800049,0.0,4.8571428569999995,0.130952381,0.072935503,0.7142857140000001,0.0,7,2,80,117,1.3,movements
2,2,0,0.397020996,0.0,1.571428571,0.071428571,0.057866184,0.28571428600000004,0.0,7,1,80,323,1.8,used-shelves
27,27,0,0.315943115,0.0,4.285714286,0.25,0.202531646,1.0,0.0,7,1,80,179,1.4,unmet-demand
233,233,627,1.179443848,4.537037037,13.333333332999999,1.0,0.665607345,1.0,0.0,12,2,60,266,1.7,unmet-demand
4,4,1176,5.944139892999999,8.774774775,0.333333333,0.5972222220000001,0.30190678,1.0,0.0,12,2,60,152,1.4,reconfigurations
4,4,1685,11.586903075999999,7.2459016389999995,0.444444444,0.41666666700000005,0.222808251,1.0,0.0,9,3,80,310,1.8,reconfigurations
90,90,2114,3.5877661130000003,4.935483871000001,17.888888889,1.0,0.520244821,1.0,0.0,9,2,60,115,1.3,unmet-demand
6,35,90821,3600.0,0.648148148,10.571428571,0.41666666700000005,0.19975786899999998,1.0,0.8285714285714286,7,2,60,264,1.7,movements
115,115,358,1.5196499019999998,5.880555556,20.333333333,1.0,0.595574388,1.0,0.0,9,3,60,200,1.5,unmet-demand
11,11,2413,13.490703125,11.797101449000001,16.083333333,0.32638888899999996,0.159194796,0.916666667,0.0,12,4,80,28,1.0,used-shelves
6,6,0,2.313463135,16.909090909,12.111111111,0.305555556,0.198210923,0.666666667,0.0,9,2,60,145,1.4,used-shelves
180,180,1576,0.7478190920000001,4.323185012,11.0,1.0,0.747578692,1.0,0.0,7,1,60,142,1.3,unmet-demand
0,0,0,1.622858154,6.907692308,0.0,0.398148148,0.21264909,1.0,0.0,9,2,60,85,1.2,reconfigurations
8,8,1833,6.647135986,13.267857142999999,16.333333333,0.26388888899999996,0.153305204,0.666666667,0.0,12,4,80,103,1.2,used-shelves
60,61,3282696,3600.0,6.734756097999999,23.444444444000002,0.944444444,0.6569385839999999,1.0,0.01639344262295082,9,3,80,98,1.2,unmet-demand
1,1,45,4.684811035,5.8,0.14285714300000002,0.452380952,0.266343826,1.0,0.0,7,2,60,6,1.0,reconfigurations
21,21,5231,7.252866943,9.10701107,14.583333332999999,0.9652777779999999,0.582627119,1.0,0.0,12,2,60,8,1.0,unmet-demand
3,84,27267,3600.0,1.473684211,13.555555556,0.296296296,0.15986872900000001,1.0,0.9642857142857143,9,3,80,60,1.1,movements
7,7,2522,13.799124023,19.078947367999998,15.444444444,0.351851852,0.225674827,0.7777777779999999,0.0,9,2,60,1,1.0,used-shelves
12,12,2005,8.558169922000001,11.420454545,17.083333333,0.45833333299999995,0.24718706,1.0,0.0,12,4,80,65,1.1,used-shelves
0,2,128622,3600.0,0.043478261,6.583333333,0.319444444,0.203272128,1.0,1.0,12,2,60,38,1.1,movements
0,0,0,1.968995117,7.322916667,0.0,0.402777778,0.21255274300000002,1.0,0.0,12,3,80,27,1.0,reconfigurations
330,330,120243,413.86269995099997,4.407252441,28.333333333000002,1.0,0.657964135,1.0,0.0,12,4,80,352,1.9,unmet-demand
9,9,0,2.323733887,8.592592593,10.222222222000001,0.5,0.299578059,1.0,0.0,9,2,80,226,1.6,used-shelves
218,218,19549,37.631128174000004,5.618604651,23.5,0.9861111109999999,0.657964135,1.0,0.0,12,3,80,277,1.7,unmet-demand
0,0,0,2.032428955,8.134831461000001,0.0,0.481481481,0.252344116,1.0,0.0,9,3,80,206,1.5,reconfigurations
8,8,6767,11.807483887,13.897058824,17.666666667,0.518518519,0.327369743,0.8888888890000001,0.0,9,3,60,272,1.7,used-shelves
4,4,0,0.320067871,0.0,3.714285714,0.17857142899999998,0.144665461,1.0,0.0,7,1,80,215,1.5,unmet-demand
7,7,1490,1.46488916,10.136986301,12.857142857000001,0.69047619,0.313761098,1.0,0.0,7,2,60,300,1.8,used-shelves
12,12,2415,10.499036865,9.311320755,11.0,0.47916666700000005,0.247538678,1.0,0.0,12,4,80,281,1.7,used-shelves
184,194,396629,3600.0,5.63740458,25.666666666999998,0.930555556,0.635548523,1.0,0.05154639175257732,12,4,80,282,1.7,unmet-demand
7,7,4662,14.220801025,3.214285714,1.0,0.571428571,0.35916061299999996,1.0,0.0,7,2,60,330,1.9,reconfigurations
4,4,258,2.547625977,4.3389830510000005,0.444444444,0.5277777779999999,0.25902484800000003,1.0,0.0,9,2,80,76,1.2,reconfigurations
238,238,623,2.010180908,6.412790697999999,22.5,1.0,0.695323488,1.0,0.0,12,3,80,387,2.0,unmet-demand
6,6,291,2.070561035,8.5,15.285714286,0.35714285700000004,0.177516576,0.857142857,0.0,7,2,80,111,1.3,used-shelves
6,6,110,8.777338867000001,4.708333333,0.666666667,0.453703704,0.223042663,1.0,0.0,9,3,80,166,1.4,reconfigurations
2,2,0,2.7489841310000003,5.278481013,0.222222222,0.36111111100000004,0.184364744,1.0,0.0,9,3,80,346,1.9,reconfigurations
9,9,3764,3.219276855,14.921052632,12.333333332999999,0.685185185,0.32759024800000003,1.0,0.0,9,2,80,256,1.7,used-shelves
4,4,0,0.747731934,6.392156862999999,3.888888889,0.20370370399999999,0.101148617,0.444444444,0.0,9,2,80,88,1.2,used-shelves
83,83,12,0.5419160160000001,5.892215568999999,11.285714286,1.0,0.5932203389999999,1.0,0.0,7,1,60,69,1.1,unmet-demand
114,114,197560,287.915859131,6.342857143,21.583333333000002,1.0,0.590893108,1.0,0.0,12,3,80,169,1.4,unmet-demand
9,9,0,0.784012939,5.887323943999999,4.833333333,0.625,0.22169479600000003,0.75,0.0,12,2,80,341,1.9,used-shelves
3,20,211324,3600.0,0.625,7.285714286,0.333333333,0.1614205,1.0,0.85,7,2,60,84,1.2,movements
326,331,191603,3600.0,5.469653179,24.916666666999998,0.979166667,0.6308016879999999,1.0,0.015105740181268883,12,4,80,210,1.5,unmet-demand
172,172,270759,223.169864014,5.007874016000001,15.857142857000001,0.976190476,0.579096045,1.0,0.0,7,2,60,252,1.7,unmet-demand
60,62,1935794,3600.0,5.667808218999999,20.333333333,0.87962963,0.594585091,1.0,0.03225806451612903,9,3,80,60,1.1,unmet-demand
7,7,6028,3.9463391110000003,12.088888889000001,15.714285714,0.488095238,0.23708636,1.0,0.0,7,2,60,78,1.2,used-shelves
222,222,98,0.7873320309999999,4.624,13.777777777999999,1.0,0.654425612,1.0,0.0,9,2,60,223,1.6,unmet-demand
8,8,910,3.605373779,11.067567568,9.666666667000001,0.481481481,0.290489642,0.8888888890000001,0.0,9,3,60,344,1.9,used-shelves
140,140,12330,25.879807861,6.113821138,22.888888889,1.0,0.670417253,1.0,0.0,9,3,80,384,2.0,unmet-demand
260,260,73,0.595114014,2.7763975160000003,11.555555556,1.0,0.524952919,1.0,0.0,9,2,60,295,1.8,unmet-demand
1,1,1430,15.081636963,9.0,0.083333333,0.5277777779999999,0.280131827,1.0,0.0,12,2,60,80,1.2,reconfigurations
7,7,3731,48.337344971,2.21686747,0.583333333,0.39583333299999995,0.227320675,1.0,0.0,12,4,80,64,1.1,reconfigurations
9,9,2414,3.8567758789999997,9.895833332999999,10.916666667000001,0.513888889,0.286392405,0.75,0.0,12,3,80,313,1.8,used-shelves
8,8,1962,4.184042969,9.456692913,8.916666667000001,0.444444444,0.25659282699999997,0.666666667,0.0,12,3,80,315,1.8,used-shelves
9,9,2173,2.089551025,12.464646465,13.444444444,0.7222222220000001,0.377432517,1.0,0.0,9,2,60,157,1.4,used-shelves
0,2,298975,3600.0,0.054054054000000004,8.111111111,0.25,0.155180497,1.0,1.0,9,2,80,148,1.4,movements
26,26,5398,4.797444092,6.3525179860000005,16.714285714000003,0.916666667,0.438861985,1.0,0.0,7,2,60,6,1.0,unmet-demand
90,94,631637,3600.0,7.210810811,23.833333333000002,0.930555556,0.59818917,1.0,0.0425531914893617,12,4,80,67,1.1,unmet-demand
12,12,2113,8.019224853999999,13.265060240999999,21.666666666999998,0.39583333299999995,0.227320675,1.0,0.0,12,4,80,64,1.1,used-shelves
2,2,0,1.7626560059999998,1.6,0.28571428600000004,0.41666666700000005,0.219710669,1.0,0.0,7,2,80,39,1.1,reconfigurations
5,5,444,2.007571777,25.2,10.142857142999999,0.35714285700000004,0.19891500899999998,0.7142857140000001,0.0,7,2,80,261,1.7,used-shelves
0,0,0,3.761754883,3.195402299,0.0,0.319444444,0.197433193,1.0,0.0,12,3,80,23,1.0,reconfigurations
1,1,0,0.730963867,0.0,0.14285714300000002,0.071428571,0.057866184,0.28571428600000004,0.0,7,1,80,287,1.7,reconfigurations
0,158,16132,3600.0,1.975,14.083333332999999,0.368055556,0.186796765,1.0,1.0,12,3,80,61,1.1,movements
1,1,47,4.309429198999999,7.951807229,0.083333333,0.319444444,0.17783052,1.0,0.0,12,3,80,25,1.0,reconfigurations
11,11,13652,19.233633057,11.666666667000001,15.083333332999999,0.45138888899999996,0.230309423,0.916666667,0.0,12,3,80,59,1.1,used-shelves
10,10,1073,3.114072021,11.917431192999999,13.5,0.493055556,0.242967651,0.833333333,0.0,12,3,80,349,1.9,used-shelves
3,3,4081,17.448900879,2.368421053,0.333333333,0.49074074100000004,0.254237288,1.0,0.0,9,2,60,79,1.2,reconfigurations
80,80,34124,27.410871094,9.834254143999999,21.0,0.935185185,0.58301946,1.0,0.0,9,2,60,217,1.6,unmet-demand
295,295,14663,102.91374292,5.125284738,28.777777778,0.962962963,0.5907173000000001,1.0,0.0,9,3,80,270,1.7,unmet-demand
211,212,2255603,3600.0,6.211438475,24.25,0.9652777779999999,0.62016526,1.0,0.0047169811320754715,12,3,80,315,1.8,unmet-demand
81,81,11148,23.811063965,5.103448276,19.166666667,0.9236111109999999,0.6308016879999999,1.0,0.0,12,3,80,167,1.4,unmet-demand
3,3,16290,57.921173096000004,0.051724137999999996,8.285714286000001,0.345238095,0.145871007,1.0,0.0,7,2,80,339,1.9,movements
0,0,0,1.335819092,7.76,0.0,0.35714285700000004,0.133966245,0.7142857140000001,0.0,7,2,80,75,1.2,reconfigurations
8,8,4911,6.388577881000001,18.586206897,12.111111111,0.537037037,0.33835530399999997,0.8888888890000001,0.0,9,2,60,217,1.6,used-shelves
6,6,343,2.406512207,7.801652892999999,0.666666667,0.740740741,0.391556811,1.0,0.0,9,2,60,337,1.9,reconfigurations
3,3,688,15.386983887000001,2.6911764710000003,0.25,0.340277778,0.1875,1.0,0.0,12,4,80,66,1.1,reconfigurations
184,184,21,2.2965959469999997,4.803149606,20.0,0.833333333,0.46413502100000004,1.0,0.0,7,2,80,369,2.0,unmet-demand
145,152,478328,3600.0,6.651260504,25.416666666999998,0.9097222220000001,0.619725738,1.0,0.046052631578947366,12,4,80,138,1.3,unmet-demand
1,1,178,3.417318115,0.7464788729999999,0.14285714300000002,0.47619047600000003,0.295601291,1.0,0.0,7,2,60,228,1.6,reconfigurations
382,382,202,0.392782959,2.20977918,10.285714286000001,1.0,0.762711864,1.0,0.0,7,1,60,286,1.7,unmet-demand
82,82,527,1.454787109,10.537735849,16.0,0.9285714290000001,0.685654008,1.0,0.0,7,2,80,363,2.0,unmet-demand
3,3,0,0.64175708,0.0,2.142857143,0.214285714,0.159806295,0.428571429,0.0,7,1,60,212,1.5,used-shelves
6,6,0,1.127303955,5.112149533,3.25,0.347222222,0.158315752,0.5,0.0,12,2,80,269,1.7,used-shelves
0,0,0,1.565156982,5.415730337,0.0,0.453703704,0.267263026,1.0,0.0,9,2,60,115,1.3,reconfigurations
0,0,0,13.964082030999998,0.0,5.333333333,0.296296296,0.191305712,0.8888888890000001,0.0,9,2,60,217,1.6,movements
12,12,5326,28.327022949,9.075471698,20.583333333,0.5347222220000001,0.263185654,1.0,0.0,12,4,80,31,1.0,used-shelves
3,3,206,5.572195067999999,8.79787234,0.25,0.402777778,0.24569268600000002,1.0,0.0,12,3,80,347,1.9,reconfigurations
1,1,0,1.6920859369999999,5.846153846,0.14285714300000002,0.214285714,0.095539482,0.571428571,0.0,7,2,80,15,1.0,reconfigurations
27,30,7745739,3600.0,9.440397351,21.083333333,0.9513888890000001,0.673258004,1.0,0.1,12,2,60,44,1.1,unmet-demand
7,7,1249,2.8181650389999997,9.6625,14.285714286,0.69047619,0.371267151,1.0,0.0,7,2,60,258,1.7,used-shelves
0,0,0,1.94824707,0.676923077,0.0,0.215277778,0.125175809,0.833333333,0.0,12,3,80,63,1.1,reconfigurations
2,2,0,2.887838135,0.9090909090000001,0.222222222,0.398148148,0.242381622,1.0,0.0,9,3,80,274,1.7,reconfigurations
5,5,5892,78.76952002,0.113636364,5.333333333,0.305555556,0.187763713,0.916666667,0.0,12,2,80,47,1.1,movements
6,6,2348,29.376836181999998,1.9514563109999998,0.5,0.42361111100000004,0.242440225,1.0,0.0,12,4,80,208,1.5,reconfigurations
6,6,1441,3.7364021000000003,9.736842105,0.857142857,0.6785714290000001,0.40254237299999995,1.0,0.0,7,1,60,69,1.1,reconfigurations
1,1,0,2.077311035,1.516666667,0.111111111,0.240740741,0.158813877,1.0,0.0,9,3,80,58,1.1,reconfigurations
130,130,258,0.843563965,6.515410959,14.75,1.0,0.598628692,1.0,0.0,12,2,80,233,1.6,unmet-demand
17,17,628904,1594.579426025,6.752688172,1.4166666669999999,0.645833333,0.42655367200000005,1.0,0.0,12,2,60,254,1.7,reconfigurations
1,24,156389,3600.0,0.42105263200000004,8.555555556,0.38888888899999996,0.178123038,1.0,0.9583333333333334,9,2,60,49,1.1,movements
83,83,28323,124.277356201,6.690544413,32.333333333,0.8888888890000001,0.603609939,1.0,0.0,9,3,80,274,1.7,unmet-demand
1,31,108052,3600.0,1.107142857,8.0,0.25925925899999996,0.162272442,1.0,0.967741935483871,9,2,60,73,1.2,movements
4,12,261043,3600.0,0.13483146099999999,8.083333332999999,0.3125,0.13888888900000002,1.0,0.6666666666666666,12,2,80,125,1.3,movements
7,7,4416,5.455064941,16.866666667,10.583333332999999,0.3125,0.200211864,0.583333333,0.0,12,2,60,2,1.0,used-shelves
104,104,2528,5.171431885,10.133928571,16.083333333,0.833333333,0.46413502100000004,1.0,0.0,12,2,80,83,1.2,unmet-demand
7,7,3177,26.393448975,1.7040816330000002,0.583333333,0.41666666700000005,0.240066807,1.0,0.0,12,4,80,101,1.2,reconfigurations
184,186,1020195,3600.0,5.827205882,20.916666667,0.9722222220000001,0.61269339,1.0,0.010752688172043012,12,4,80,245,1.6,unmet-demand
0,0,0,1.41588501,6.733333332999999,0.0,0.583333333,0.237341772,1.0,0.0,7,2,80,303,1.8,reconfigurations
69,69,5231,2.186723877,6.640977444,10.833333332999999,1.0,0.610495781,1.0,0.0,12,2,80,125,1.3,unmet-demand
0,0,0,1.2004150390000001,6.67,0.0,0.47619047600000003,0.226039783,0.7142857140000001,0.0,7,2,80,375,2.0,reconfigurations
8,8,7474,6.759100097999999,11.383333333,24.666666666999998,0.574074074,0.31411158,0.8888888890000001,0.0,9,3,80,384,2.0,used-shelves
2,2,0,1.6240361330000002,0.0,0.28571428600000004,0.27380952399999997,0.166968053,1.0,0.0,7,2,80,147,1.4,reconfigurations
1,20,153962,3600.0,0.666666667,9.0,0.27777777800000003,0.16174402300000001,1.0,0.95,9,2,80,82,1.2,movements
4,4,0,0.74597998,2.898305085,3.714285714,0.321428571,0.140747438,0.571428571,0.0,7,2,80,195,1.5,used-shelves
85,85,6030,12.087979004000001,6.591463415,18.142857143,0.94047619,0.576069411,1.0,0.0,7,2,60,216,1.6,unmet-demand
0,0,0,9.232233887000001,0.0,6.777777778,0.212962963,0.11345522699999999,1.0,0.0,9,2,80,160,1.4,movements
0,0,0,2.800745117,0.0,5.285714286,0.385714286,0.287651332,0.857142857,0.0,7,1,60,32,1.0,movements
52,52,28664,32.811284912,12.10326087,20.916666667,0.916666667,0.5861581920000001,1.0,0.0,12,2,60,146,1.4,unmet-demand
87,88,2089301,3600.0,7.882142857000001,18.75,0.930555556,0.575564972,1.0,0.011363636363636364,12,3,60,57,1.1,unmet-demand
291,291,18952,30.71975293,5.6196513470000005,23.25,1.0,0.6381856539999999,1.0,0.0,12,4,80,355,1.9,unmet-demand
2,2,0,0.753559082,5.351955307,8.571428571,0.726190476,0.437010247,1.0,0.0,7,2,80,87,1.2,unmet-demand
7,7,1207,1.854857178,11.215909090999999,19.111111111,0.5,0.298179535,0.7777777779999999,0.0,9,2,60,187,1.5,used-shelves
7,7,2548,10.038164062,18.090909091,12.166666667000001,0.305555556,0.198210923,0.583333333,0.0,12,2,60,74,1.2,used-shelves
74,74,0,0.258285889,8.472222222000001,8.142857142999999,1.0,0.745762712,1.0,0.0,7,1,60,392,2.0,unmet-demand
11,11,16328,76.711406982,8.5,1.222222222,0.537037037,0.33835530399999997,1.0,0.0,9,2,60,217,1.6,reconfigurations
0,0,0,8.552467041,0.0,5.0,0.215277778,0.125353107,1.0,0.0,12,2,60,14,1.0,movements
214,214,596,2.604114014,5.8375,23.444444444000002,1.0,0.598921707,1.0,0.0,9,3,80,386,2.0,unmet-demand
39,39,81,0.7850400390000001,6.3242506810000005,8.75,1.0,0.510021097,1.0,0.0,12,2,80,161,1.4,unmet-demand
0,44,20949,3600.0,0.517647059,8.333333332999999,0.368055556,0.23258003800000002,1.0,1.0,12,3,60,165,1.4,movements
65,65,271755,512.255322021,7.933161954,22.166666666999998,0.9652777779999999,0.61533052,1.0,0.0,12,3,80,99,1.2,unmet-demand
10,10,10558,32.85047998,9.402777777999999,0.833333333,0.5,0.283755274,1.0,0.0,12,2,80,119,1.3,reconfigurations
13,13,179,0.165355225,7.0273224039999995,9.428571429,0.988095238,0.514527845,1.0,0.0,7,1,60,106,1.2,unmet-demand
7,7,1213,5.661312988,13.910714286,9.166666667000001,0.28472222199999997,0.184322034,0.583333333,0.0,12,3,60,93,1.2,used-shelves
0,0,0,1.325046143,1.2830188679999999,0.0,0.37962963,0.19695543,1.0,0.0,9,2,60,43,1.1,reconfigurations
6,6,0,0.263109863,6.898305085,7.428571429,0.6785714290000001,0.35714285700000004,0.857142857,0.0,7,1,60,322,1.8,used-shelves
3,3,41,4.891343018,2.952380952,0.25,0.4375,0.24982419100000003,1.0,0.0,12,3,80,203,1.5,reconfigurations
24,24,0,0.34800317399999997,0.0,4.285714286,0.261904762,0.21217601,1.0,0.0,7,1,80,395,2.0,unmet-demand
3,8,96710,3600.0,0.102564103,8.166666667000001,0.32638888899999996,0.17066855,1.0,0.625,12,2,60,80,1.2,movements
8,8,1401,5.326276855,16.322580645,20.0,0.287037037,0.147210502,0.8888888890000001,0.0,9,3,80,126,1.3,used-shelves
9,9,1890,7.966020996,12.099009900999999,13.416666667000001,0.465277778,0.251933896,0.75,0.0,12,4,80,211,1.5,used-shelves
7,7,474,4.255173096,18.446808511,8.916666667000001,0.32638888899999996,0.20527307,0.583333333,0.0,12,2,60,146,1.4,used-shelves
91,91,155342,161.38516992200002,6.306532663,18.142857143,0.988095238,0.569620253,1.0,0.0,7,2,80,219,1.6,unmet-demand
10,10,7893,41.726461914,8.057692308,0.833333333,0.5347222220000001,0.311793785,1.0,0.0,12,3,60,201,1.5,reconfigurations
1,1,0,1.689205811,5.578947368,0.111111111,0.324074074,0.20135958699999998,1.0,0.0,9,3,80,350,1.9,reconfigurations
30,30,2337542,3060.571735107,7.744186047,20.222222222,0.87962963,0.54617909,1.0,0.0,9,3,80,26,1.0,unmet-demand
3,3,3898,20.734434814,8.266055046,0.25,0.493055556,0.242967651,1.0,0.0,12,3,80,349,1.9,reconfigurations
144,144,249,0.864412842,5.584615385,10.416666667000001,1.0,0.667194093,1.0,0.0,12,2,80,377,2.0,unmet-demand
180,180,2101885,3513.80161499,6.3832752610000005,32.333333333,0.953703704,0.458977965,1.0,0.0,9,3,80,234,1.6,unmet-demand
1,1,0,0.42067993200000003,0.0,0.14285714300000002,0.11904761900000001,0.096443641,0.28571428600000004,0.0,7,1,80,395,2.0,reconfigurations
0,0,0,1.399927979,5.93,0.0,0.256944444,0.14047116699999998,0.583333333,0.0,12,2,80,89,1.2,reconfigurations
252,252,191166,375.54637085,4.297697368,19.222222222,1.0,0.682137834,1.0,0.0,9,3,80,314,1.8,unmet-demand
150,150,42062,44.301910156000005,6.5391849529999995,16.0,0.981481481,0.734060009,1.0,0.0,9,2,80,220,1.6,unmet-demand
280,281,881902,3600.0,5.0704,29.333333333000002,0.979166667,0.610144163,1.0,0.0035587188612099642,12,4,80,316,1.8,unmet-demand
0,0,0,4.982563965,0.0,1.285714286,0.023809524,0.019288728,0.28571428600000004,0.0,7,1,80,35,1.0,movements
7,7,0,1.422484131,10.58974359,5.857142857,0.46428571399999996,0.267631103,1.0,0.0,7,2,80,81,1.2,used-shelves
7,7,181,1.947535889,18.35483871,10.333333332999999,0.287037037,0.166901078,0.7777777779999999,0.0,9,2,80,82,1.2,used-shelves
146,146,377,0.809524902,6.581280788,21.333333333,1.0,0.5720338979999999,1.0,0.0,12,2,60,152,1.4,unmet-demand
0,0,0,1.7370910640000001,3.272727273,0.0,0.202380952,0.07655214,0.857142857,0.0,7,2,80,45,1.1,reconfigurations
0,0,0,1.702455078,16.820512820999998,0.0,0.41666666700000005,0.205696203,1.0,0.0,7,2,80,219,1.6,reconfigurations
10,10,939,2.1910590819999998,20.571428571,9.666666667000001,0.48611111100000004,0.28481012699999997,0.833333333,0.0,12,2,80,335,1.9,used-shelves
1,1,0,1.29102417,4.5,0.14285714300000002,0.202380952,0.10066305,0.571428571,0.0,7,2,80,87,1.2,reconfigurations
6,6,4262,27.182076904000002,2.2,0.5,0.513888889,0.27930791,1.0,0.0,12,3,60,165,1.4,reconfigurations
203,203,2525,6.447904052999999,4.6829268289999995,10.571428571,1.0,0.5932203389999999,1.0,0.0,7,2,60,324,1.9,unmet-demand
376,376,0,0.187903076,2.44966443,7.714285714,1.0,0.665859564,1.0,0.0,7,1,60,394,2.0,unmet-demand
88,96,635196,3600.0,6.922619048,25.75,0.8472222220000001,0.495956399,1.0,0.08333333333333333,12,4,80,28,1.0,unmet-demand
10,33,244354,3600.0,1.571428571,8.0,0.25,0.161016949,1.0,0.696969696969697,7,2,60,108,1.3,movements
11,11,3129,22.703021973000002,14.358208955,19.5,0.291666667,0.17097398,0.916666667,0.0,12,4,80,174,1.4,used-shelves
412,412,4752,13.393012939,4.40625,24.166666666999998,0.9722222220000001,0.5836849510000001,1.0,0.0,12,4,80,388,2.0,unmet-demand
5,20,270034,3600.0,0.169491525,10.444444444,0.5277777779999999,0.21894045899999998,1.0,0.75,9,2,80,304,1.8,movements
23,26,843840,3600.0,0.25242718399999997,7.428571429,0.571428571,0.311743341,1.0,0.11538461538461539,7,1,60,286,1.7,movements
138,146,1296600,3600.0,6.75638051,34.083333333,0.9236111109999999,0.56390647,1.0,0.0547945205479452,12,4,80,174,1.4,unmet-demand
7,7,2077,8.639615967000001,8.727272727,0.7777777779999999,0.7222222220000001,0.377432517,1.0,0.0,9,2,60,157,1.4,reconfigurations
8,8,833,3.90512207,9.550724638,18.777777778,0.37037037,0.214369433,0.8888888890000001,0.0,9,3,80,22,1.0,used-shelves
6,6,1258,4.875952881,13.6,15.666666667000001,0.27777777800000003,0.165725047,0.666666667,0.0,9,3,60,92,1.2,used-shelves
6,6,12097,51.326553223000005,15.127659574,0.5,0.32638888899999996,0.20527307,1.0,0.0,12,2,60,146,1.4,reconfigurations
93,93,4133,2.903208984,10.496478873,17.583333333,0.9722222220000001,0.5876406470000001,1.0,0.0,12,2,80,5,1.0,unmet-demand
198,198,350,0.8101118159999999,4.40625,16.777777778,1.0,0.626177024,1.0,0.0,9,2,60,367,2.0,unmet-demand
5,5,4280,16.873160155999997,11.863636364000001,0.41666666700000005,0.305555556,0.198210923,1.0,0.0,12,2,60,74,1.2,reconfigurations
6,6,2684,2.524441895,17.157894737,8.857142857000001,0.542857143,0.404842615,0.857142857,0.0,7,1,60,140,1.3,used-shelves
0,0,0,1.5334538569999998,10.769230769000002,0.0,0.154761905,0.08619650400000001,0.857142857,0.0,7,2,80,189,1.5,reconfigurations
10,10,4580,3.357197998,11.370786517,6.666666667,0.6180555560000001,0.29676512,0.833333333,0.0,12,2,80,329,1.9,used-shelves
56,56,1676,3.3123041989999997,10.426229507999999,24.666666666999998,0.981481481,0.520979841,1.0,0.0,9,2,80,76,1.2,unmet-demand
2,2,5272,21.961157959,0.029850746,7.857142857,0.321428571,0.151446655,1.0,0.0,7,2,80,159,1.4,movements
142,143,1058331,3600.0,6.578947368,25.916666666999998,0.979166667,0.522151899,1.0,0.006993006993006993,12,4,80,172,1.4,unmet-demand
0,0,0,0.801657959,5.4,0.0,0.28571428600000004,0.146287328,1.0,0.0,7,2,60,114,1.3,reconfigurations
78,78,8733,8.783042969,6.311004785,19.0,0.9642857140000001,0.541767554,1.0,0.0,7,2,60,114,1.3,unmet-demand
5,5,0,0.844931152,5.474025974,4.25,0.375,0.20305907199999998,0.41666666700000005,0.0,12,2,80,305,1.8,used-shelves
1,1,0,0.425322021,0.0,0.14285714300000002,0.023809524,0.019288728,0.28571428600000004,0.0,7,1,80,215,1.5,reconfigurations
6,6,6088,5.417375,10.061538462,12.222222222000001,0.398148148,0.21264909,0.666666667,0.0,9,2,60,85,1.2,used-shelves
146,146,1633,1.055911865,3.643274854,16.428571429,1.0,0.609362389,1.0,0.0,7,2,60,372,2.0,unmet-demand
185,194,338684,3600.0,5.620938627999999,25.25,0.9861111109999999,0.674226442,1.0,0.04639175257731959,12,4,80,283,1.7,unmet-demand
10,10,5644,6.565428955,10.540145985,15.666666667000001,0.5,0.280678622,0.833333333,0.0,12,3,80,241,1.6,used-shelves
0,0,0,5.951158936000001,9.086956522000001,0.0,0.291666667,0.158931083,0.916666667,0.0,12,3,80,127,1.3,reconfigurations
296,296,1377,12.02763916,6.074829932,22.222222222,0.9722222220000001,0.594819503,1.0,0.0,9,3,80,342,1.9,unmet-demand
0,60,23877,3600.0,0.7692307690000001,12.083333332999999,0.28472222199999997,0.164205345,1.0,1.0,12,3,80,131,1.3,movements
10,10,198357,1361.865189209,0.151515152,6.666666667,0.38888888899999996,0.193032015,1.0,0.0,9,2,60,223,1.6,movements
80,80,1758,1.27052417,6.374207188,12.888888889,1.0,0.69092827,1.0,0.0,9,2,80,304,1.8,unmet-demand
6,6,2441,6.453864014,9.423076923,18.666666667,0.212962963,0.132325363,0.666666667,0.0,9,3,80,24,1.0,used-shelves
0,0,0,1.456458984,5.152941176000001,0.0,0.47916666700000005,0.25,0.916666667,0.0,12,2,80,233,1.6,reconfigurations
8,8,512,3.0214348139999996,7.270833333,13.333333332999999,0.481481481,0.25632911399999997,0.8888888890000001,0.0,9,3,80,242,1.6,used-shelves
10,10,1097,3.9965617680000003,12.9375,20.416666667,0.5069444439999999,0.283491561,0.833333333,0.0,12,3,80,167,1.4,used-shelves
6,6,16516,65.57597900399999,4.112676056000001,0.5,0.38888888899999996,0.23411016899999998,1.0,0.0,12,3,60,21,1.0,reconfigurations
15,24,378700,3600.0,0.6,6.428571429,0.47619047600000003,0.282485876,1.0,0.375,7,1,60,249,1.6,movements
180,180,392,1.8787119140000001,4.9719999999999995,19.142857143,0.833333333,0.46413502100000004,1.0,0.0,7,2,80,333,1.9,unmet-demand
7,7,632,3.148998047,8.714285713999999,16.222222222,0.305555556,0.166783872,0.7777777779999999,0.0,9,3,80,240,1.6,used-shelves
11,11,543373,1551.1767580570001,10.111111111,21.5,0.28472222199999997,0.18037974699999998,0.916666667,0.0,12,4,80,138,1.3,used-shelves
4,4,0,0.603536133,0.0,3.0,0.37142857100000004,0.276997579,0.571428571,0.0,7,1,60,68,1.1,used-shelves
7,7,0,1.846453125,24.533333333,1.0,0.428571429,0.319612591,1.0,0.0,7,1,60,356,1.9,reconfigurations
